"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
2446,"2023-10-13","2023-10-13","Source Yubu","refugee",27.2553777,5.3901309,"Unprotected Dug Well","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,1,1,0,0,1058,8,5.3901309,27.2553777,"2023-10-13",2446,1,"Poor"
2447,"2023-05-22","2023-05-22","Doro","refugee",33.7407926,9.984555,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59882,13,9.984555,33.7407926,"2023-05-22",2447,2,"Good"
2448,"2023-08-21","2023-08-21","EZO","refugee",27.4726303,5.0699845,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,0,0,5,4,5.0699845,27.4726303,"2023-08-21",2448,0,"Poor"
2449,"2023-06-05","2023-06-05","MAKPANDU","refugee",28.3924776,4.573084,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","No",1,0,0,0,0,0,0,120,3,4.573084,28.3924776,"2023-06-05",2449,1,"Poor"
2450,"2023-06-23","2023-06-23","Yida","host community member",29.9841874,9.9075061,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,20,7,9.9075061,29.9841874,"2023-06-23",2450,3,"Good"
2451,"2023-09-16","2023-09-16","Pamir","refugee",30.3717205,9.911092,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,1,0,1,1,0,0,1,9,9.911092,30.3717205,"2023-09-16",2451,3,"Good"
2452,"2023-06-05","2023-06-05","MAKPANDU","refugee",28.3990833,4.5769926,"Tube Well/Borehole","Elsewhere","Other, specify","Pit latrine with slab","Yes","Traditional solid fuel stove (non-manufactured)","Charcoal briquettes/pellets","Unrelated Person","No",1,1,0,0,1,1,0,10,8,4.5769926,28.3990833,"2023-06-05",2452,4,"Good"
2453,"2023-04-27","2023-04-27","GOROM","refugee",31.4414698,4.7620451,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,190,6,4.7620451,31.4414698,"2023-04-27",2453,3,"Good"
2454,"2023-08-09","2023-08-09","Doro","refugee",33.7635297,9.9887592,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,1058,6,9.9887592,33.7635297,"2023-08-09",2454,3,"Good"
2455,"2023-06-07","2023-06-07","Yida","host community member",29.9475253,9.96994,"Tube Well/Borehole","Elsewhere","Other, specify","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,60,8,9.96994,29.9475253,"2023-06-07",2455,2,"Good"
2456,"2023-05-03","2023-05-03","Doro","host community member",33.8200687,9.9472929,"Tanker-truck from unprotected source",NA,"No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","Yes",0,0,0,0,0,1,0,2798,12,9.9472929,33.8200687,"2023-05-03",2456,1,"Poor"
2457,"2023-06-01","2023-06-01","Kaya","refugee",33.5895872,10.0952525,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59882,11,10.0952525,33.5895872,"2023-06-01",2457,3,"Good"
2458,"2023-08-15","2023-08-15","Pamir","refugee",30.3533205,9.909851,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,0,0,1058,6,9.909851,30.3533205,"2023-08-15",2458,2,"Good"
2459,"2023-06-30","2023-06-30","Doro","host community member",33.9011219,9.9848049,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,30,5,9.9848049,33.9011219,"2023-06-30",2459,1,"Poor"
2460,"2023-07-07","2023-07-07","Pamir","refugee",30.3617594,9.9027316,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,1,0,1,0,998,5,9.9027316,30.3617594,"2023-07-07",2460,2,"Good"
2461,"2023-06-24","2023-06-24","Ajuong Thok","refugee",30.2761262,9.9764441,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,0,0,1178,11,9.9764441,30.2761262,"2023-06-24",2461,2,"Good"
2462,"2023-06-21","2023-06-21","Ajuong Thok","refugee",30.2773491,9.9590517,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,2,11,9.9590517,30.2773491,"2023-06-21",2462,3,"Good"
2463,"2023-07-05","2023-07-05","Yusuf Batil","refugee",33.5739113,9.969378,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Woodchips","Unrelated Person","No",1,0,0,1,1,1,0,600,9,9.969378,33.5739113,"2023-07-05",2463,3,"Good"
2464,"2023-06-05","2023-06-05","Kaya","refugee",33.5964224,10.1028004,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,5,10.1028004,33.5964224,"2023-06-05",2464,3,"Good"
2465,"2023-08-11","2023-08-11","Doro","refugee",33.7456522,9.992615,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,7,9.992615,33.7456522,"2023-08-11",2465,4,"Good"
2466,"2023-04-27","2023-04-27","GOROM","refugee",31.4393887,4.7623945,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,268,1,4.7623945,31.4393887,"2023-04-27",2466,2,"Good"
2467,"2023-08-19","2023-08-19","Kaya","refugee",33.5881885,10.1081672,"Public Tap/Standpipe","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Respondent or another HH member","Yes",1,1,0,0,0,0,0,0,3,10.1081672,33.5881885,"2023-08-19",2467,2,"Good"
2468,"2023-08-24","2023-08-24","Pamir","refugee",30.3591606,9.9131659,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,20,9,9.9131659,30.3591606,"2023-08-24",2468,3,"Good"
2469,"2023-06-27","2023-06-27","Yusuf Batil","refugee",33.563021,9.9642095,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,5,9.9642095,33.563021,"2023-06-27",2469,2,"Good"
2470,"2023-10-09","2023-10-09","Source Yubu","refugee",27.2946599,5.3941247,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,0,0,0,30,11,5.3941247,27.2946599,"2023-10-09",2470,0,"Poor"
2471,"2023-08-29","2023-08-29","Doro","refugee",33.7707564,10.0116423,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,1,1,0,0,0,8,10.0116423,33.7707564,"2023-08-29",2471,3,"Good"
2472,"2023-08-14","2023-08-14","EZO","refugee",27.4820416,5.0966408,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,0,0,0,120,6,5.0966408,27.4820416,"2023-08-14",2472,0,"Poor"
2474,"2023-04-27","2023-04-27","Doro","host community member",33.8796608,9.9849346,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Respondent or another HH member","Yes",1,0,0,0,0,1,0,240,10,9.9849346,33.8796608,"2023-04-27",2474,2,"Good"
2475,"2023-05-18","2023-05-18","Yida","host community member",30.0515694,10.0481877,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,180,10,10.0481877,30.0515694,"2023-05-18",2475,1,"Poor"
2476,"2023-07-11","2023-07-11","Gendrassa","refugee",33.6030993,9.9832392,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,1,0,360,7,9.9832392,33.6030993,"2023-07-11",2476,3,"Good"
2477,"2023-07-18","2023-07-18","Yusuf Batil","refugee",33.5851474,9.9898767,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,3,9.9898767,33.5851474,"2023-07-18",2477,2,"Good"
2478,"2023-04-28","2023-04-28","Doro","host community member",33.8253397,9.9739626,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,3,4,9.9739626,33.8253397,"2023-04-28",2478,3,"Good"
2479,"2023-08-17","2023-08-17","Kaya","refugee",33.5882525,10.0989094,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59889,7,10.0989094,33.5882525,"2023-08-17",2479,2,"Good"
2480,"2023-07-05","2023-07-05","Gendrassa","refugee",33.5982775,9.9912658,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","No",1,1,0,1,1,0,0,0,3,9.9912658,33.5982775,"2023-07-05",2480,3,"Good"
2481,"2023-06-30","2023-06-30","Pamir","refugee",30.3744866,9.9094714,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,180,7,9.9094714,30.3744866,"2023-06-30",2481,2,"Good"
2482,"2023-05-06","2023-05-06","Ajuong Thok","host community member",30.2563882,9.9088006,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,60,10,9.9088006,30.2563882,"2023-05-06",2482,1,"Poor"
2483,"2023-06-21","2023-06-21","Kaya","refugee",33.5872393,10.0983039,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,1,0,120,13,10.0983039,33.5872393,"2023-06-21",2483,3,"Good"
2484,"2023-08-22","2023-08-22","Doro","host community member",33.8822788,9.9852177,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,0,0,1,0,1800,7,9.9852177,33.8822788,"2023-08-22",2484,1,"Poor"
2485,"2023-05-26","2023-05-26","MAKPANDU","refugee",28.3732053,4.5725441,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,15,4,4.5725441,28.3732053,"2023-05-26",2485,3,"Good"
2486,"2023-08-10","2023-08-10","Pamir","refugee",30.3584539,9.9113018,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,300,12,9.9113018,30.3584539,"2023-08-10",2486,3,"Good"
2487,"2023-07-13","2023-07-13","Yusuf Batil","refugee",33.5713932,9.9636148,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59885,9,9.9636148,33.5713932,"2023-07-13",2487,1,"Poor"
2488,"2023-06-22","2023-06-22","Kaya","refugee",33.5934996,10.099696,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","No",1,0,0,0,1,1,0,180,9,10.099696,33.5934996,"2023-06-22",2488,3,"Good"
2489,"2023-10-09","2023-10-09","Source Yubu","refugee",27.2942758,5.3918139,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,1,0,0,20,5,5.3918139,27.2942758,"2023-10-09",2489,3,"Good"
2490,"2023-05-10","2023-05-10","Yida","host community member",30.1261724,10.0187885,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,25,10,10.0187885,30.1261724,"2023-05-10",2490,3,"Good"
2491,"2023-04-27","2023-04-27","GOROM","refugee",31.441505,4.7584848,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Traditional solid fuel stove (non-manufactured)","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,13,4.7584848,31.441505,"2023-04-27",2491,3,"Good"
2492,"2023-06-14","2023-06-14","Yida","host community member",29.9742299,9.9239822,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,180,6,9.9239822,29.9742299,"2023-06-14",2492,1,"Poor"
2493,"2023-08-11","2023-08-11","Doro","refugee",33.74143,9.9861263,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,1,0,0,1,0,0,0,18,9.9861263,33.74143,"2023-08-11",2493,3,"Good"
2494,"2023-06-13","2023-06-13","Yida","refugee",30.0691524,10.1065712,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,1,0,90,12,10.1065712,30.0691524,"2023-06-13",2494,3,"Good"
2495,"2023-05-03","2023-05-03","Ajuong Thok","refugee",30.2826853,9.9693664,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,0,0,30,4,9.9693664,30.2826853,"2023-05-03",2495,2,"Good"
2496,"2023-04-28","2023-04-28","Doro","refugee",33.7541165,9.9960732,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","No",1,0,0,1,1,0,0,59910,9,9.9960732,33.7541165,"2023-04-28",2496,2,"Good"
2497,"2023-07-24","2023-07-24","Doro","refugee",33.7691096,10.0134108,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59883,11,10.0134108,33.7691096,"2023-07-24",2497,3,"Good"
2498,"2023-08-14","2023-08-14","Ajuong Thok","host community member",30.2227794,9.848683,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,0,0,59925,7,9.848683,30.2227794,"2023-08-14",2498,0,"Poor"
2499,"2023-07-22","2023-07-22","Doro","host community member",33.8429412,10.1297237,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,1,7,10.1297237,33.8429412,"2023-07-22",2499,1,"Poor"
2500,"2023-06-15","2023-06-15","MAKPANDU","refugee",28.6978953,4.7588179,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,0,0,0,75,5,4.7588179,28.6978953,"2023-06-15",2500,1,"Poor"
2501,"2023-09-06","2023-09-06","Doro","host community member",33.7420869,9.9622081,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,59910,6,9.9622081,33.7420869,"2023-09-06",2501,2,"Good"
2502,"2023-08-29","2023-08-29","Doro","refugee",33.7719373,10.0131791,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Woodchips","Respondent or another HH member","Yes",1,1,0,0,1,1,0,0,10,10.0131791,33.7719373,"2023-08-29",2502,4,"Good"
2503,"2023-05-18","2023-05-18","MAKPANDU","refugee",28.6968213,4.7491263,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,30,3,4.7491263,28.6968213,"2023-05-18",2503,1,"Poor"
2504,"2023-04-29","2023-04-29","MAKPANDU","refugee",28.696883,4.7442612,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,1,0,0,0,12,15,4.7442612,28.696883,"2023-04-29",2504,0,"Poor"
2505,"2023-07-26","2023-07-26","Doro","host community member",33.7339068,9.9647281,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,0,0,600,5,9.9647281,33.7339068,"2023-07-26",2505,1,"Poor"
2506,"2023-06-23","2023-06-23","Doro","host community member",33.7347962,9.9749241,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,3,8,9.9749241,33.7347962,"2023-06-23",2506,3,"Good"
2507,"2023-05-29","2023-05-29","Kaya","refugee",33.5832048,10.0978666,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59890,5,10.0978666,33.5832048,"2023-05-29",2507,1,"Poor"
2508,"2023-08-03","2023-08-03","Doro","host community member",33.7258099,9.9634193,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,300,8,9.9634193,33.7258099,"2023-08-03",2508,2,"Good"
2509,"2023-08-30","2023-08-30","Doro","refugee",33.7652246,9.9898744,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,1,1,0,0,10,9.9898744,33.7652246,"2023-08-30",2509,4,"Good"
2510,"2023-07-14","2023-07-14","Yusuf Batil","refugee",33.5821755,9.9734578,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,0,1,0,5,12,9.9734578,33.5821755,"2023-07-14",2510,3,"Good"
2511,"2023-09-05","2023-09-05","Gendrassa","refugee",33.6204428,9.9818945,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59882,4,9.9818945,33.6204428,"2023-09-05",2511,2,"Good"
2512,"2023-09-01","2023-09-01","Pamir","refugee",30.3507977,9.9136306,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,10,8,9.9136306,30.3507977,"2023-09-01",2512,2,"Good"
2513,"2023-08-26","2023-08-26","EZO","refugee",27.442839,5.0194632,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,0,1,0,60,8,5.0194632,27.442839,"2023-08-26",2513,1,"Poor"
2514,"2023-10-06","2023-10-06","Kaya","refugee",33.5848336,10.1006857,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,6,10.1006857,33.5848336,"2023-10-06",2514,3,"Good"
2515,"2023-08-19","2023-08-19","Kaya","refugee",33.5879365,10.1078273,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59883,8,10.1078273,33.5879365,"2023-08-19",2515,2,"Good"
2516,"2023-08-15","2023-08-15","Kaya","refugee",33.5836271,10.0962112,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59885,7,10.0962112,33.5836271,"2023-08-15",2516,3,"Good"
2517,"2023-10-05","2023-10-05","Kaya","refugee",33.5920603,10.1054507,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,0,1,0,300,8,10.1054507,33.5920603,"2023-10-05",2517,2,"Good"
2518,"2023-06-08","2023-06-08","Yida","refugee",30.07572,10.110482,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,1178,9,10.110482,30.07572,"2023-06-08",2518,2,"Good"
2519,"2023-08-09","2023-08-09","Doro","refugee",33.7650127,10.0094108,"Piped To Neighbor","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59882,8,10.0094108,33.7650127,"2023-08-09",2519,1,"Poor"
2520,"2023-11-08","2023-11-08","GOROM","refugee",31.4431953,4.761738,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","No",1,0,0,0,0,0,0,600,1,4.761738,31.4431953,"2023-11-08",2520,1,"Poor"
2521,"2023-04-19","2023-04-19","Ajuong Thok","refugee",30.2884941,9.9805516,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","Yes","Build stove with bricks and/or mud","Wood","Respondent or another HH member","No",1,1,0,0,0,1,0,5,12,9.9805516,30.2884941,"2023-04-19",2521,3,"Good"
2522,"2023-08-10","2023-08-10","Doro","refugee",33.7697012,10.0084085,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,14,10.0084085,33.7697012,"2023-08-10",2522,3,"Good"
2523,"2023-08-12","2023-08-12","Doro","host community member",33.7276511,9.9635971,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,1,0,0,1,0,0,2,5,9.9635971,33.7276511,"2023-08-12",2523,3,"Good"
2524,"2023-07-04","2023-07-04","Yusuf Batil","refugee",33.5719151,9.9681649,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,7,9.9681649,33.5719151,"2023-07-04",2524,4,"Good"
2525,"2023-08-30","2023-08-30","Pamir","refugee",30.3511913,9.9123579,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,1,1,0,10,5,9.9123579,30.3511913,"2023-08-30",2525,4,"Good"
2526,"2023-05-25","2023-05-25","Kaya","host community member",33.2334335,10.1458845,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,1,1,0,0,120,6,10.1458845,33.2334335,"2023-05-25",2526,2,"Good"
2527,"2023-06-08","2023-06-08","Kaya","refugee",33.5936423,10.104575,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,7,10.104575,33.5936423,"2023-06-08",2527,3,"Good"
2528,"2023-07-05","2023-07-05","Yida","host community member",29.9804951,9.9262819,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,0,0,0,0,30,6,9.9262819,29.9804951,"2023-07-05",2528,1,"Poor"
2529,"2023-06-16","2023-06-16","Yusuf Batil","refugee",33.5802906,9.9663623,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,9,9.9663623,33.5802906,"2023-06-16",2529,4,"Good"
2530,"2023-05-20","2023-05-20","Yida","host community member",30.0368883,10.0517687,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,0,0,0,0,90,8,10.0517687,30.0368883,"2023-05-20",2530,1,"Poor"
2531,"2023-08-25","2023-08-25","Pamir","refugee",30.3572747,9.9122221,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,0,0,300,6,9.9122221,30.3572747,"2023-08-25",2531,2,"Good"
